Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Elly,Australia,Twin Room with Harbour View,1 night,"
February","2020
", 4.6 ,Food,"Room
Expensesive",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Karen,Australia,King Room with Harbour View and Balcony,2 nights,"
February","2020
", 10 ,"friendly staff,   food was very good rooms were very clean, comfortable bed, great view of darling harbour would definitely stay again.",None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Fiona,Australia,King Room,1 night,"
March","2020
", 1.0 ,nothing really,We could Turn lights off at night so at 12.00 am had to move from one room to another.  We were promised a upgrade next time we stay and it would be confirmed by email this has not been done.  Night manager excellent but follow up poor!!!so would are appreciate some compensation for a really bad night.  Disturbed sleep.   I will note staff were excellent with Their service at the time.   Just no follow up in writing,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Den,Australia,King Room,1 night,"
March","2020
", 4.2 ,None,The room is very small and not much comfortable. Not worth the price at all.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Ian,Australia,King Room with Harbour View,1 night,"
February","2020
", 10 ,"Great location, beautiful view from the room and bar on the 12th floor . Staff were great",None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Richard,United Kingdom,King Room,6 nights,"
January","2020
", 10 ,"Peter Brown, the best concierge in Sydney. Perhaps the world. Every restaurant, shop and entertainment place seemed to know him.",None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Aaron,Australia,King Room with Harbour View and Balcony,3 nights,"
March","2020
", 10 ,"Great staff, clean room, beautiful place to stay",None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Irene,Australia,King Room,1 night,"
March","2020
", 10 ,Breakfast was very good. Location excellent,Can't think of anything,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Ree,Australia,Twin Room,2 nights,"
February","2020
", 10 ,"Location , clean ,comfortable , affordable",None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Allison,Australia,King Room with Harbour View,1 night,"
March","2020
", 10 ,All good in the good,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Paul,Australia,King Room with Harbour View and Balcony,1 night,"
March","2020
", 10 ,Everything location staff Breakfast etc couldn’t find any faults,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Stephen,Australia,King Room,1 night,"
March","2020
", 3.0 ,breakfast and the bed,small gym no pool or similar facilities terrible view,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Ryan,Australia,King Room with Harbour View and Balcony,1 night,"
March","2020
", 1.0 ,Location...,"Faulty veranda door, got locked out... had a panic attack with low phone battery... staff took 20mins plus to get us out... should have been fully refunded and was incredibly disappointed and will never stay or recommend again. Also leaking fridge...",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Eva,Australia,King Room with Harbour View,1 night,"
March","2020
", 10 ,"The cleaning staff were so polite it was lovely! The room was excellent, with an amazing view of darling harbour. It was the perfect location as we were guest for a wedding at dockside.",None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Stephen,Australia,Deluxe King Room,1 night,"
February","2020
", 3.0 ,None,very expensive for this compared to other hotels for the same or cheaper price,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Do,Canada,King Room,3 nights,"
February","2020
", 4.0 ,"Nice entrance.
Good breakfast and ok location if you want to be near Darling Harbour.","Far from Circular Quay and the Rocks and not many restaurants within walking distance. Room was small,  dark and damp with old furniture. Definitely not the king sized room advertised on the internet. Front desk not friendly and helpful! On our return to Sydney, we stayed at Amora Hotel Jamison (Excellent location, modern amenities and very helpful and professional staff)",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Rawyah,Australia,King Room,1 night,"
February","2020
", 10 ,The staff go above and beyond to make it special ! Really enjoy coming here it was the second time and definitely won’t be the last,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Kate,Australia,King Room,1 night,"
February","2020
", 5.0 ,None,"I called housekerping for an extra pillow due to being unwell and I'm still waiting for it! 
For the money you pay you expect a little more. Poor service",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Holly,Australia,Deluxe King Room,1 night,"
February","2020
", 3.0 ,None,My booking was  for $239.00 and I have been charged over $600.00.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Mary,Australia,King Room,1 night,"
February","2020
", 10 ,Location,Nothing,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Simone,Australia,King Room with Harbour View,2 nights,"
February","2020
", 10 ,Everything,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Michael,Australia,King Room,2 nights,"
February","2020
", 10 ,Staff facilities design location,Nothing,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Sara,Australia,King Room with Harbour View,1 night,"
February","2020
", 2.0 ,"This time round, it was hard to enjoy anything.","Stayed there several times and the price was more than what i usually pay, but this time the room was much smaller and the worst level and location of room we have ever had there. We paid for a harbour view and got a view mostly just the buildings in the harbour. I also got a balcony  which i did not like as it overlooked the side of the building and the roof of the lowers levels of the hotel. The tv was also playinh up.",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Tara,Australia,King Room with Harbour View,1 night,"
February","2020
", 5.8 ,I feel the property is extremely expensive and not very good value for money. It’s also not family friendly. There was nothing special for the almost $400 for the night! Very disappointed,"No breakfast included 
No parking included 
Nothing family friendly 
No where for children 
Small room 
No bath 
Far to expensive 
NOT WORTH THE MONEY",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Karen,Australia,King Room with Harbour View,1 night,"
February","2020
", 3.0 ,The view was good- room nice but nothing special..bed comfy,we were staying for our 41st wedding anniversary and the hotel had said they would do something special for us..when we arrived back after dinner there was a note for a free drink at the bar. As we had already been out this could not be used and it was a pretty pathetic something special! We have stayed in other hotels previosly and have recieved at least a bottle..not just a glass’,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Sayde,Australia,Deluxe King Room,1 night,"
February","2020
", 6.0 ,"Hotel facilities, bed","Standard room, minimal toiletries,",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Emrah,Australia,Studio Suite with Harbour View,1 night,"
January","2020
", 10 ,Everything,Nothing,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Daniel,Australia,Deluxe King Room,1 night,"
February","2020
", 10 ,"Nice clean room, everything was nice and comfortable",None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Christian,Australia,King Room,1 night,"
February","2020
", 5.0 ,None,A lot of money for a small room that I could have had somewhere else for half the price.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Arun,India,King Room,1 night,"
February","2020
", 6.0 ,Location,Room was too small.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,George,United Kingdom,King Room with Harbour View - High Floor,8 nights,"
February","2020
", 10 ,It was a great experience from start to finish the staff were exceptional. The club lounge was so generous,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Sam,Australia,Twin Room,2 nights,"
December","2019
", 10 ,None,Car parking,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Tim,China,King Room - High Floor,3 nights,"
February","2020
", 6.7 ,Clean and comfortable,Club staff are ambivalent and donâ€™t provide any level of service that makes the club room cost worth it. Also the food selection in club lounge is very limited and uninviting.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Abdullah,Kuwait,King Room with Harbour View,5 nights,"
February","2020
", 5.0 ,Location,The room really old need to renovation. The shower one of the worst bathroom room always leaking,en-us
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Natalie,Australia,King Room with Harbour View,1 night,"
February","2020
", 4.0 ,The bed,The fact we were given the same key to someone else room and walked into random in our supposed room.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Bianca,Australia,King Room with Harbour View,1 night,"
February","2020
", 2.5 ,None,"Really disappointed the room was tiny and it was so expensive, no windows no fresh air. 
I wonâ€™t be staying here again",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,John,Australia,King Room with Harbour View,2 nights,"
January","2020
", 4.0 ,None,They over charged us rand said they would fix it never did,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Sharon,Australia,King Room with Harbour View and Balcony,2 nights,"
February","2020
", 10 ,"Loved our room with a balcony and awesome view of the harbour! The room service was excellent,one of the best meals Iâ€™ve had ! The breakfast buffet was VERY good,well worth the extra $ðŸ˜‹Will definitely be staying againðŸ¤—",None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Mark,Australia,Twin Room,1 night,"
February","2020
", 6.0 ,Location and the reasonable price.,After I had left they hit me with a mini bar charge.  I never touch any mini bar stuff ever.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Kim,Australia,King Room with Harbour View and Balcony,1 night,"
February","2020
", 5.0 ,"Location was good, breakfast was great.","A weird looking box in the middle of the floor, possibly a dehumidifier, and the bathroom door was jammed and wouldn't close, and there was still a bit of rubbish in the bin in the bathroom. Staff fixed the door and removed the box after a reminder, but they were friendly and also offered for us to change rooms, but as we had partially unpacked we decided to stay put.",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Rhi,Australia,King Room with Harbour View and Balcony,1 night,"
February","2020
", 5.0 ,"Beds were in credibly comfortable, great spacious room. Club lounge was nice to do business in. 
Loads of chairs in the room and the balcony was nice to have in the room. Nice view of the river. Breakfast was INCREDIBLY diverse (with an extra charge).","Staff didn't jump to help, and were quite curt and short. It didn't feel like they wanted to help. The shower had NO water pressure and dribbled down the back of the wall. The Storage space was weak, Three people in a Two bed room struggled to put things away neatly.",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Cathleen,India,King Room with Harbour View,2 nights,"
January","2020
", 6.0 ,We got a nice room ovelooking Darling Harbour which I had paid a little extra for while booking.  The direct access to the harbour from the hotal was a good thing.,It took ages to get our luggage up from the lobby despite several calls to housekeeping (the lines to the reception and the other services were not being attended/busy).  I understand that a cruise ship had just landed and all the staff were caught up attending to the passengers but no excuse to leave other customers on the lurch. The buffet breakfast was not really worth the money.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Erin,Australia,King Room,2 nights,"
February","2020
", 5.0 ,None,"They tried to up sell me on a room when I checked in. 
The toilet set seat had brown stains on it.
They couldn’t find my car on the Sunday morning so I was 40mins late to my meeting.
I also haven’t received my tax invoice by email for claiming.",en-us
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Harrison,Australia,King Room,1 night,"
January","2020
", 5.0 ,I enjoy the location for its convenience and the air conditioning,"Our bed sheets were damp and we were asked if we wanted a upgrade to a darling harbour view because they had many of those rooms available but they still were going to charge us for it, even though those rooms would have been unoccupied either way. Most hotels I've stayed in offer a free upgrade when dealing with a low populated day such as a Tuesday night. It showed the hotel doesn't have the empathetic view for staff to customer service.",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Ross,Australia,Twin Room,2 nights,"
January","2020
", 4.0 ,The breakfast was the only great part of this stay. Some people staying may have had nice views but we were given a view of the wall of the car park on the opposite side of the street.,"We booked with Booking.com for two nights prior to our cruise. As it was Australia Day, we requested a Harbour View (Darling Harbour) but were told that if we had booked with the hotel direct, they would have been able to be more flexible and give us the room we requested. In addition, they were adamant that their price was what we would be paying and I had three different staff members to 'argue' with over $20. I had my confirmation in my hand but is became quite stressful after 30 minutes of arguing. The hotel is run down, the room was far less than average and definitely not acceptable. Food service in the bar area was dismal, 45 minutes for wedges to arrive. We are Hyatt members but were obviously treated like backstreet out-of-towners so they could fit in direct booking customers - with views- rather than customers from Booking.com (as stated by a male customer service member). Very disappointed - NEVER AGAIN",en-us
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Glenn,Australia,King Room,4 nights,"
January","2020
", 6.0 ,Location was great and the breakfast was high quality,The room was average at best. Very noisy and just an average room. No swimming pool was a disappointment also and the gym was very average.,en-us
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Eavan,Ireland,King Room,2 nights,"
February","2020
", 3.0 ,Staff were lovely,TV didn’t work properly and room was freezing the entire time,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Rob,Australia,King Room,1 night,"
February","2020
", 5.0 ,Location,"Meals are over priced in restaurant for what you get , rooms is dated",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Ronen,Australia,King Room,4 nights,"
February","2020
", 5.4 ,Location,"Very old , no swimming pool , breakfast was very average minus ,",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Elyce,Australia,Studio Suite with Harbour View,1 night,"
February","2020
", 10 ,Love the location and food. Clean large rooms,Hate having to pay a $8 delivery fee for room service !,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Man,Hong Kong,Twin Room with Harbour View,4 nights,"
January","2020
", 1.0 ,none,will not stay at this hotel again,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,James,Australia,King Room,1 night,"
January","2020
", 5.0 ,Location,Ridiculously expensive car parking!!,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Julie,Australia,Twin Room,1 night,"
February","2020
", 10 ,All of the above.,Nil,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Steven,Australia,Studio Suite with Harbour View,2 nights,"
February","2020
", 10 ,"Location great, The regency lounge was excellent, staff were excellent, room was good, view was excellent","No comments here, cant think of an issue",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Frankie,Australia,King Room,2 nights,"
February","2020
", 10 ,"Staff are very welcoming and friendly,  they made my stay really enjoyable.",None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Elyce,Australia,King Room with Harbour View,1 night,"
January","2020
", 10 ,We love this place so much. The food is always amazing. The only downside is that they charge you $8 for each time you order room service ( first call each day is free ).,My husband got zapped by the light switch leading into the bathroom.. a bit scary and lucky he wasn’t injured.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Tony,United Kingdom,King Room,3 nights,"
January","2020
", 10 ,Location,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Rola,Australia,King Room,2 nights,"
January","2020
", 5.0 ,Staff were friendly and the zeypher bar was nice,"The room was old, small and definitely not 5 star as advertised. The bed was uncomfortable. Only 1 tea bag supplied and with 3 herbal teas. Hallway carpet was old. Sheraton is 5 star and is exceptional. There is no comparison between the two.",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Terry,Australia,King Room with Harbour View,1 night,"
January","2020
", 4.0 ,None,"The breakfast was absolutely terrible,  will never stay again",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Brittany,United States,King Room,3 nights,"
January","2020
", 10 ,"Very convenient, stayed in the hotel where conference was located.",Unknown charge,en-us
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Ian,Australia,King Room with Harbour View,3 nights,"
January","2020
", 6.7 ,Location good. Bed good. Staff friendly.,Didn’t clean room in morning of first day. Didn’t refresh mini bar. Very cold in foyer. Bedrooms are small. Rooms have poor light. Small closets.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Andrew,Australia,King Room,3 nights,"
January","2020
", 3.0 ,Comfortable bed,"Room’s previous occupant/s had been sick in the room. The smell was still there, as was a “wet area” by the bed which my wife stood in (we did get moved to another room).
Misleading information on their website resulting in us as a family not being able to watch Australia Day fireworks from the rooftop bar (website has since been updated).
Must add... we did receive a small reimbursement.
Breakfast was average.
Not what I expected from a 5 star hotel.",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Atiq,Australia,King Room with Harbour View,1 night,"
January","2020
", 10 ,Breakfast was excellent.,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Darren,Australia,King Room,1 night,"
January","2020
", 10 ,"Food was Brilliant, location very good and service was exceptional. SKYE BAR would recommend to every one loved it, ice cream cocktails especially.",nothing,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Kirstin,Australia,King Room with Harbour View,3 nights,"
January","2020
", 10 ,"The hotel itself is beautiful, the Zephyr Bar was also a great bonus.",The room wasn't exactly what I expected for the price but it wasn't a massive issue.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Anna,United States,King Room,1 night,"
January","2020
", 10 ,The location was great,None,en-us
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,James,Australia,King Room with Harbour View and Balcony,1 night,"
January","2020
", 6.2 ,Location & convenience,"Lack of service starting with valet to the cleaners of the hotel. Room was atrocious, with pubic hair in the bathroom, coffee table filled with stains, no amenities in the room, and an old musty smell lingering in the room. Ac also doesn’t go lower than 22 degrees.",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Alicia,Australia,King Room,1 night,"
January","2020
", 10 ,Great location.  Helpful staff and the best bed 😀,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,James,New Zealand,Deluxe King Room,1 night,"
January","2020
", 10 ,Roof top bar is awesome!,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Natalia,Australia,King Room with Harbour View,1 night,"
January","2020
", 10 ,Everything was clean they were all so professional such a beautiful hotel would stay again and would definitely recommend,Nothing everything was amazing !,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Stephen,Australia,King Room,1 night,"
January","2020
", 10 ,Great location. Very comfortable and  the Staff are so professional and helpful. Loved the roof top bar,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Robert,Singapore,King Room with Harbour View,1 night,"
January","2020
", 1.0 ,Typical buffet arrangement - nothing special,The upgrade scam. $40 extra for a 'balcony' so small you couldn't even use. Basically gouging $40 for what is still a Harbour View King. When I told the manager he was rude and arrogant and didn't withdraw the charge. More like  a hostel than a 4 or 5 star hotel,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Julie,United Kingdom,King Room,5 nights,"
January","2020
", 10 ,None,Car parking charges. Hotel wanted 80 dollars per day. We parked opposite in same car park for 9 dollars overnight and that’s the same car park they use! Bit of a rip off to say the least!,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,J,United Kingdom,King Room with Harbour View - High Floor,3 nights,"
December","2019
", 10 ,"the whole experience was exceptional from check in to check out
asix star stay","absolutely everything from the staff ,from cleaners to management the club staff were really good and helpfull",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,April,United Kingdom,King Room,3 nights,"
December","2019
", 10 ,Great Sydney hotel close to everything,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Ross,Australia,Twin Room with Harbour View,1 night,"
December","2019
", 6.0 ,didnt have breakfast price was ridiculous .small rooms a bit tired and average .have stayed bat a lot better with the same rating .the bar closed early and it was still busy but we were all asked to leave,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Diane,Australia,Studio Suite with Harbour View,3 nights,"
January","2020
", 10 ,The club features were much enjoyable,"Bed was a bit on the uncomfortable side but apart from that very nice hotel, great location",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Tracey,Australia,King Room with Harbour View,1 night,"
January","2020
", 10 ,Great location,None,en-us
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Theodoros,Australia,King Room with Harbour View and Balcony,4 nights,"
January","2020
", 10 ,"Customer service was incredible, excellent facilities and super close to everything. My partner and I loved it. Plus being in the same building as Zephyr bar is a plus.",None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,James,Australia,King Room with Harbour View and Balcony,1 night,"
January","2020
", 10 ,None,Only negative was the buffet breakfast- it was disappointing,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Alex,Australia,King Room with Harbour View and Balcony,1 night,"
January","2020
", 10 ,The hotel was clean and our room was great we had a room with a balcony very relaxing.,"They had a bottle of water in the fridge and it was opened and some water was missing, the only thing I suggest is they check that a little closer, we told them when we left and they apologised.",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Michael,United Kingdom,King Room,12 nights,"
January","2020
", 10 ,"Classy hotel in a great location for Darling Bay, Chinatown and the CPD. Make sure you check out The QVB for shopping and The Strand Arcade for great shops. The breakfast at Romolo in The Strand is delicious. Get the L2 tram from George St to Circulsr Quay & Sydney Opera House. Sydney is amazing.",👍👍👍,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Briege,Australia,King Room,2 nights,"
December","2019
", 10 ,Perfect location central to restaurants and shops great staff very clean,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Dean,United Kingdom,King Room with Harbour View,2 nights,"
January","2020
", 10 ,the whole stay,nothing,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Patrick,Australia,King Room,1 night,"
December","2019
", 10 ,"Location fantastic, helpful and friendly staff. Gray stay for event at ICC",None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Cathy,Australia,King Room with Harbour View - High Floor,1 night,"
December","2019
", 10 ,it was a great location and food was great.,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Clemens,Australia,Deluxe King Room with Harbour View,2 nights,"
December","2019
", 1.0 ,Not much.,The staff.  The hotel and generally a very second rate place to stay.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Lee,Australia,King Room with Harbour View and Balcony,2 nights,"
December","2019
", 10 ,"Perfect location, on darling harbour. Very clean and friendly staff. Breakfast was also amazing.",None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Li,Australia,Twin Room with Harbour View,2 nights,"
January","2020
", 10 ,Very good location!,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Deirdre,New Zealand,Twin Room,3 nights,"
January","2020
", 6.0 ,"Location. Mia and Ariel were lovely and very helpful, as were the guys out front and the guy who put the trundler bed in our room.","Restaurant dinner very average for price. Staff at downstairs bar were not friendly and seemed bored. Prices of drinks was too high.  As we had three 80+ year olds with us, the distance from restaurant to toilets was crazy.",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Karen,Australia,Twin Room,6 nights,"
January","2020
", 10 ,Location,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Glenn,Australia,King Room,2 nights,"
January","2020
", 5.0 ,"When we first arrived we were upgraded? to harborside... view was fantastic, but, on our return visit (10 days later) it was extra to stay harborside. Bars, restaurant, coffee shop were excellent","Had problems with lots of fixtures, including cleanliness... for a hotel in the Hyatt chain, we found it very underwhelming",en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Nurhastuty,Australia,King Room,5 nights,"
December","2019
", 6.0 ,Location is very strategic.,None,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Vicky,New Zealand,King Room,2 nights,"
January","2020
", 10 ,So close to the main attractions and restaurants,no pool,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Richard,Australia,King Room with Harbour View,1 night,"
January","2020
", 4.6 ,"This hotel “upgraded” us - for a fee of $130 - to a room in the new tower which sounded nice, but the room was the size of a shoe box and nothing special. And the advertised “Harbour view” was a corner view of DARLING Harbour only.",Too expensive for what we got. Try other 4 or 5 star hotels around Darling Harbour first.,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Kerri,Australia,King Room with Harbour View,1 night,"
January","2020
", 10 ,"Excellent location with warm, friendly staff",There were no negatives,en
Hyatt Regency Sydney,Sydney CBD,Sydney,5.0,8.3,hyatt-regency-sydney,6165,Michelle,Australia,Twin Room with Harbour View,2 nights,"
January","2020
", 6.0 ,"The location was very good, close to everything.
The staff were very helpful.","Our initial room was dirty and very small.  Our twin room consisted of 2 small single beds whereas normally we would get 2 double beds at other hotels.  I had no choice but to book another King Room for my daughter and as my room was so unkept and in desperate need of a good clean, I was moved to the newer wing of the hotel which was much nicer but I personally would not rate it 5 Star. And it resulted in us having a mother/daughter weekend get together on 2 different floors in seperate rooms at a cost of just shy of $1000, which for the standard of accomodation was very over priced.  Disappointing stay!",en
